provincia,sector,promovidos_8,promovidos_9,promovidos_10,promovidos_11,promovidos_12,promovidos_1314,nopromo_8,nopromo_9,nopromo_10,nopromo_11,nopromo_12,nopromo_1314,secundaria_egresados
Buenos Aires,Estatal,73,66,67,42,51,0,20,17,13,9,19,0,73
Buenos Aires,Estatal,193,166,148,179,121,7,91,74,40,16,52,0,164
Buenos Aires,Privado,75,56,63,60,53,0,7,7,5,5,26,0,69
Buenos Aires,Estatal,93,89,56,53,51,2,5,2,7,1,15,0,66
Buenos Aires,Estatal,334,266,262,247,203,31,128,94,80,36,37,1,306
Buenos Aires,Privado,110,112,85,90,85,0,2,1,1,4,5,0,114
Buenos Aires,Estatal,27,27,22,20,29,0,5,3,4,2,3,0,35
Buenos Aires,Estatal,121,105,85,88,70,4,19,13,21,5,23,4,97
Buenos Aires,Estatal,31,29,28,19,22,0,3,1,3,0,0,0,27
Buenos Aires,Estatal,30,34,30,26,28,2,2,9,17,6,6,2,39
Buenos Aires,Estatal,18,12,9,14,11,5,18,15,13,5,6,0,25
Buenos Aires,Estatal,71,77,58,42,53,3,8,8,15,5,4,1,58
Buenos Aires,Estatal,2901,2452,2520,2055,1816,64,1780,1137,1129,759,890,116,2566
Buenos Aires,Privado,2171,2108,1841,1881,1483,11,288,195,196,127,536,18,2112
Buenos Aires,Estatal,12,13,5,12,13,0,10,6,3,1,3,0,15
Buenos Aires,Estatal,222,194,111,119,86,60,244,145,132,62,63,4,140
Buenos Aires,Estatal,2014,1709,1424,1205,945,177,1418,892,885,501,649,53,1387
Buenos Aires,Privado,1240,1147,968,886,873,0,262,165,122,95,280,0,1263
Buenos Aires,Estatal,22,19,10,12,18,0,3,0,1,4,0,0,18
Buenos Aires,Estatal,208,179,168,126,107,14,38,54,33,30,29,5,141
Buenos Aires,Estatal,30,30,18,12,6,1,3,2,0,1,0,0,9
Buenos Aires,Estatal,472,419,402,301,259,11,182,101,93,54,79,6,321
Buenos Aires,Privado,293,258,239,228,150,0,24,26,27,2,51,0,222
Buenos Aires,Estatal,0,0,0,0,0,0,0,0,0,0,0,0,0
Buenos Aires,Estatal,1596,1487,1316,1169,1071,139,1012,663,591,377,463,54,1452
Buenos Aires,Privado,902,850,713,677,680,12,98,92,105,58,139,22,906
Buenos Aires,Estatal,25,38,16,16,9,0,9,11,4,2,3,0,15
Buenos Aires,Estatal,434,394,360,313,252,35,123,59,82,19,77,4,292
Buenos Aires,Privado,30,33,51,36,42,2,5,8,5,3,22,0,67
Buenos Aires,Privado,33,34,27,34,23,0,0,1,0,0,5,0,31
Buenos Aires,Estatal,52,39,62,26,19,3,12,5,8,2,5,0,24
Buenos Aires,Estatal,231,193,160,168,120,41,119,76,82,49,41,14,183
Buenos Aires,Privado,100,97,88,78,93,0,1,4,7,3,4,0,107
Buenos Aires,Estatal,17,16,15,11,2,0,2,2,5,2,1,0,6
Buenos Aires,Estatal,146,137,113,108,70,23,69,84,45,26,38,6,114
Buenos Aires,Estatal,2442,2137,1857,1570,1318,169,1057,732,896,546,798,128,1810
Buenos Aires,Privado,1364,1178,1047,1112,978,23,214,151,167,88,395,16,1403
Buenos Aires,Estatal,812,634,548,478,438,59,483,239,219,132,92,22,511
Buenos Aires,Privado,217,199,175,151,157,0,19,17,22,5,40,0,204
Buenos Aires,Estatal,39,31,26,15,17,0,4,5,1,2,2,0,23
Buenos Aires,Estatal,175,163,152,131,87,18,109,61,85,35,74,11,128
Buenos Aires,Privado,42,40,51,56,31,0,5,7,7,1,20,0,49
Buenos Aires,Estatal,29,28,16,14,18,0,7,5,9,3,7,0,22
Buenos Aires,Estatal,257,240,191,211,162,18,98,75,33,28,64,0,245
Buenos Aires,Privado,100,86,71,66,69,0,19,15,4,2,12,0,103
Buenos Aires,Estatal,53,56,50,37,43,3,10,10,2,3,3,1,48
Buenos Aires,Estatal,296,280,213,162,141,29,44,31,49,33,36,18,212
Buenos Aires,Privado,63,57,48,58,57,0,1,1,1,1,3,0,87
Buenos Aires,Estatal,68,47,51,38,31,4,34,17,14,9,8,0,48
Buenos Aires,Estatal,638,523,435,338,264,10,317,201,212,109,75,51,399
Buenos Aires,Privado,163,168,150,107,94,0,25,6,16,14,36,0,145
Buenos Aires,Estatal,37,32,25,24,25,15,27,10,9,9,13,7,63
Buenos Aires,Estatal,770,704,620,516,487,58,408,333,277,177,184,14,719
Buenos Aires,Privado,255,237,203,204,222,0,8,5,11,9,9,0,271
Buenos Aires,Estatal,3,2,7,4,1,0,2,1,2,2,0,0,6
Buenos Aires,Estatal,129,108,113,92,74,3,40,29,44,12,41,2,103
Buenos Aires,Estatal,38,43,26,28,22,0,16,6,9,7,9,0,28
Buenos Aires,Estatal,163,131,111,122,131,7,64,65,49,27,14,0,136
Buenos Aires,Estatal,25,33,21,22,15,0,3,10,2,1,4,0,19
Buenos Aires,Estatal,79,56,56,44,42,3,40,16,24,4,5,0,59
Buenos Aires,Estatal,16,6,8,8,6,0,3,0,0,1,0,0,6
Buenos Aires,Estatal,190,140,134,116,95,5,47,29,20,12,5,1,135
Buenos Aires,Estatal,0,0,0,0,0,0,0,0,0,0,0,0,0
Buenos Aires,Estatal,86,60,60,52,42,0,9,25,12,1,31,0,59
Buenos Aires,Estatal,22,21,11,12,11,0,4,1,2,0,0,0,11
Buenos Aires,Estatal,484,447,348,373,329,21,80,41,48,21,29,6,366
Buenos Aires,Privado,68,52,57,61,50,0,9,3,1,3,2,0,65
Buenos Aires,Estatal,337,260,220,210,161,68,93,97,98,34,67,5,233
Buenos Aires,Privado,129,118,125,116,101,0,11,3,8,6,35,0,113
Buenos Aires,Estatal,15,17,18,19,8,0,6,3,3,0,1,10,11
Buenos Aires,Estatal,476,484,403,294,275,22,187,128,102,41,48,8,350
Buenos Aires,Privado,160,151,128,147,144,0,4,5,2,7,5,0,188
Buenos Aires,Estatal,15,3,6,7,13,0,4,3,1,2,0,0,13
Buenos Aires,Estatal,166,151,133,125,112,6,54,46,45,15,8,0,121
Buenos Aires,Privado,113,104,92,65,79,0,7,16,9,0,9,0,90
Buenos Aires,Estatal,41,33,19,28,30,14,19,3,3,4,2,0,47
Buenos Aires,Estatal,549,513,410,420,345,39,156,90,94,87,112,20,420
Buenos Aires,Privado,131,117,122,102,111,51,14,3,4,6,11,0,175
Buenos Aires,Estatal,26,18,14,17,11,0,3,5,3,1,8,0,18
Buenos Aires,Estatal,76,67,44,51,47,17,16,22,17,3,5,1,66
Buenos Aires,Privado,31,42,48,45,46,14,1,2,8,2,0,0,67
Buenos Aires,Estatal,0,0,0,0,0,0,0,0,0,0,0,0,0
Buenos Aires,Estatal,132,139,88,87,104,22,17,18,17,13,12,0,120
Buenos Aires,Estatal,20,23,26,23,27,0,13,8,8,2,4,0,33
Buenos Aires,Estatal,354,269,236,225,209,21,82,78,46,16,37,1,249
Buenos Aires,Privado,87,86,65,82,61,0,11,4,3,1,1,0,96
Buenos Aires,Estatal,28,33,17,18,28,0,3,7,4,6,4,0,29
Buenos Aires,Estatal,119,83,71,93,71,18,24,21,21,4,30,0,113
Buenos Aires,Estatal,10,8,3,9,2,10,5,0,8,1,0,0,16
Buenos Aires,Estatal,223,197,204,201,145,7,54,47,56,30,61,0,222
Buenos Aires,Estatal,55,60,30,27,16,0,29,27,18,6,7,0,20
Buenos Aires,Estatal,79,97,95,82,87,0,47,19,18,9,17,0,125
Buenos Aires,Privado,512,450,396,369,332,58,130,74,64,36,122,14,527
Buenos Aires,Privado,1244,1142,938,975,817,10,103,77,92,43,166,1,1184
Buenos Aires,Estatal,295,259,178,151,143,38,172,127,111,59,26,17,238
Buenos Aires,Privado,110,73,73,61,64,21,23,23,9,11,26,1,119
Buenos Aires,Estatal,1762,1476,1337,1230,1090,422,785,583,463,292,345,21,1514
Buenos Aires,Privado,858,834,658,628,531,2,187,151,147,71,230,5,928
Buenos Aires,Estatal,2411,1962,1716,1472,1003,7,1313,860,962,650,679,14,1609
Buenos Aires,Privado,892,777,799,682,601,15,99,72,54,26,222,1,851
Buenos Aires,Estatal,47,50,65,52,40,2,23,20,21,7,8,0,69
Buenos Aires,Estatal,141,112,87,68,89,10,104,59,67,28,31,3,114
Buenos Aires,Privado,77,89,110,90,62,0,39,34,31,12,38,0,99
Buenos Aires,Estatal,1447,1226,1002,1009,704,54,675,422,497,260,419,5,1002
Buenos Aires,Privado,590,562,489,433,326,45,84,51,60,28,139,1,447
Buenos Aires,Estatal,89,64,69,38,35,3,50,50,31,15,20,5,54
Buenos Aires,Estatal,3058,2512,2149,1764,1526,94,1604,1092,1087,597,806,49,2249
Buenos Aires,Privado,1374,1227,1188,1077,883,29,207,181,144,69,322,12,1289
Buenos Aires,Estatal,13,9,4,4,2,2,3,3,4,4,0,0,9
Buenos Aires,Estatal,59,54,63,60,40,0,8,9,7,2,12,0,43
Buenos Aires,Estatal,8,12,6,4,4,0,8,3,1,0,0,0,0
Buenos Aires,Estatal,230,209,171,153,114,35,107,77,73,17,69,10,160
Buenos Aires,Privado,186,173,120,130,117,0,33,24,47,6,81,0,183
Buenos Aires,Estatal,28,32,18,2,5,0,5,3,1,0,1,0,5
Buenos Aires,Estatal,27,61,41,28,20,0,31,15,13,6,0,0,59
Buenos Aires,Estatal,10,7,4,3,6,0,0,0,0,0,0,0,6
Buenos Aires,Estatal,86,95,76,58,53,0,25,25,8,7,8,0,73
Buenos Aires,Privado,65,65,54,41,39,0,1,5,3,2,2,0,64
Buenos Aires,Estatal,23,21,14,18,6,0,3,3,14,0,10,0,9
Buenos Aires,Estatal,104,78,92,72,75,4,49,42,27,20,37,2,79
Buenos Aires,Estatal,43,34,42,28,28,5,2,1,5,0,5,0,40
Buenos Aires,Estatal,1,1,4,2,1,0,0,0,0,0,0,0,1
Buenos Aires,Estatal,216,195,165,148,138,35,108,68,68,28,60,0,208
Buenos Aires,Privado,64,52,52,29,34,0,2,1,1,2,0,0,58
Buenos Aires,Estatal,22,29,15,26,14,3,5,9,2,0,10,0,25
Buenos Aires,Estatal,98,90,98,77,77,5,38,23,15,11,14,0,83
Buenos Aires,Estatal,33,18,22,9,8,0,3,1,3,4,0,0,22
Buenos Aires,Estatal,137,112,69,76,89,34,68,46,45,27,1,0,96
Buenos Aires,Estatal,55,37,30,48,31,0,38,16,21,10,2,0,53
Buenos Aires,Estatal,27,17,27,17,21,0,10,5,4,3,0,0,23
Buenos Aires,Estatal,38,15,22,17,15,6,30,26,8,4,1,0,12
Buenos Aires,Estatal,44,35,31,25,26,0,10,7,8,3,3,0,36
Buenos Aires,Estatal,61,55,42,36,31,8,16,14,8,6,6,0,50
Buenos Aires,Estatal,118,91,93,77,61,0,80,47,30,24,31,0,77
Buenos Aires,Estatal,3022,2816,2388,2152,1976,217,1676,1126,1027,511,924,173,2580
Buenos Aires,Privado,2720,2578,2294,2109,1837,40,261,222,189,106,490,4,2581
Buenos Aires,Estatal,43,46,18,12,6,0,15,9,2,0,0,0,13
Buenos Aires,Estatal,1108,864,698,532,387,0,431,289,195,125,143,0,519
Buenos Aires,Privado,257,255,221,156,135,0,82,32,56,32,76,0,249
Buenos Aires,Estatal,1363,1149,1109,1004,837,111,861,611,571,296,363,49,1208
Buenos Aires,Privado,1500,1420,1237,1149,986,60,227,145,210,98,381,42,1748
Buenos Aires,Estatal,17,15,12,11,8,5,5,6,2,1,4,3,17
Buenos Aires,Estatal,115,92,83,65,51,10,35,30,19,5,22,7,82
Buenos Aires,Estatal,64,86,64,61,59,5,12,13,10,1,9,0,81
Buenos Aires,Estatal,208,128,90,71,92,7,115,101,62,32,63,0,132
Buenos Aires,Estatal,43,37,29,28,27,3,5,2,1,3,3,0,37
Buenos Aires,Estatal,75,94,73,82,71,0,13,13,5,5,6,0,79
Buenos Aires,Estatal,7,12,6,7,4,2,6,3,0,0,0,0,7
Buenos Aires,Estatal,61,64,50,46,44,0,27,6,5,0,0,0,49
Buenos Aires,Estatal,915,668,632,548,385,71,384,296,318,239,385,51,603
Buenos Aires,Privado,608,560,507,524,465,32,70,67,53,44,111,10,654
Buenos Aires,Estatal,924,794,746,680,427,0,364,270,275,214,292,26,579
Buenos Aires,Privado,767,638,562,546,485,21,74,53,65,28,118,0,695
Buenos Aires,Estatal,1804,1485,1541,1206,965,106,1036,695,648,421,571,31,1376
Buenos Aires,Privado,911,822,666,626,463,0,190,174,147,107,388,0,700
Buenos Aires,Estatal,34,30,31,23,31,0,1,3,3,0,4,0,35
Buenos Aires,Estatal,581,394,401,366,339,40,274,201,184,116,139,3,470
Buenos Aires,Privado,327,312,271,262,247,0,15,12,9,14,27,0,273
Buenos Aires,Estatal,618,565,437,395,419,71,309,238,215,119,202,0,650
Buenos Aires,Privado,173,174,134,114,253,0,11,3,10,7,39,0,460
Buenos Aires,Estatal,9812,8661,7630,6452,5215,356,4367,2873,2712,1772,2826,124,7417
Buenos Aires,Privado,4874,4564,3916,3696,3281,118,676,438,460,339,1266,8,4559
Buenos Aires,Estatal,27,24,23,18,9,0,0,0,0,0,0,0,9
Buenos Aires,Estatal,3815,3251,3203,2621,2563,314,1644,988,966,574,685,46,3495
Buenos Aires,Privado,2307,2141,1869,1723,1727,17,233,144,181,117,355,9,2303
Buenos Aires,Estatal,2239,2011,1658,1366,1186,159,1193,825,858,590,839,127,1894
Buenos Aires,Privado,1620,1502,1261,1181,1075,19,215,193,186,134,431,7,1642
Buenos Aires,Estatal,6,9,2,5,5,0,0,0,0,0,0,0,5
Buenos Aires,Estatal,98,86,88,71,42,10,65,40,20,9,12,3,74
Buenos Aires,Estatal,26,23,9,8,2,8,31,10,3,3,6,1,13
Buenos Aires,Estatal,156,155,113,100,125,15,101,63,40,9,13,0,137
Buenos Aires,Privado,59,51,32,30,37,0,2,2,2,0,12,0,51
Buenos Aires,Estatal,18,7,7,11,9,0,2,2,3,0,6,0,9
Buenos Aires,Estatal,111,86,75,64,62,3,83,30,22,18,26,2,81
Buenos Aires,Estatal,0,0,0,0,0,0,0,0,0,0,0,0,0
Buenos Aires,Estatal,70,62,43,46,37,0,12,10,12,2,13,2,50
Buenos Aires,Estatal,201,158,154,118,102,26,75,69,48,29,61,3,140
Buenos Aires,Privado,185,135,119,123,92,0,19,13,14,3,6,0,150
Buenos Aires,Estatal,81,62,53,58,41,10,25,24,5,8,5,0,57
Buenos Aires,Estatal,94,64,68,48,50,8,48,49,41,27,17,1,78
Buenos Aires,Estatal,57,53,42,40,33,8,20,8,12,5,7,1,39
Buenos Aires,Estatal,262,253,177,168,170,7,149,91,104,34,26,6,199
Buenos Aires,Privado,102,109,104,83,84,0,8,9,3,10,11,0,111
Buenos Aires,Estatal,3786,3099,2685,2351,1779,302,1956,1369,1443,930,1260,66,2891
Buenos Aires,Privado,2908,2688,2334,2248,1958,77,492,418,433,268,914,32,2908
Buenos Aires,Estatal,189,143,96,76,62,0,54,10,8,11,20,0,80
Buenos Aires,Estatal,731,684,654,569,401,117,238,189,142,50,93,0,565
Buenos Aires,Privado,363,359,303,291,295,27,24,13,19,6,17,0,392
Buenos Aires,Estatal,45,29,22,22,28,0,20,13,6,4,5,0,22
Buenos Aires,Estatal,53,34,33,31,155,26,42,23,12,8,27,0,210
Buenos Aires,Estatal,11,4,9,11,7,0,1,0,0,0,3,0,12
Buenos Aires,Estatal,67,45,48,34,39,0,13,13,4,0,4,0,65
Buenos Aires,Estatal,1764,1485,1283,1161,636,44,894,718,608,375,688,59,975
Buenos Aires,Privado,1304,1157,1135,1058,1008,0,237,198,163,97,398,0,1484
Buenos Aires,Estatal,82,98,72,53,52,15,24,8,20,5,13,0,73
Buenos Aires,Estatal,128,147,135,90,120,11,13,7,18,14,12,0,148
Buenos Aires,Estatal,0,0,0,0,0,0,0,0,0,0,0,0,0
Buenos Aires,Estatal,520,376,338,249,211,36,310,163,171,107,54,30,370
Buenos Aires,Privado,179,164,118,77,67,0,13,5,7,3,29,0,127
Buenos Aires,Estatal,44,25,23,16,9,7,27,16,7,4,1,0,15
Buenos Aires,Estatal,278,223,185,165,138,11,331,191,148,82,122,3,221
Buenos Aires,Privado,264,261,226,214,173,0,14,14,16,4,40,0,239
Buenos Aires,Estatal,3906,3292,2701,2365,1822,200,2367,1376,1379,895,1199,126,2758
Buenos Aires,Privado,1365,1281,1145,1087,866,0,214,164,164,67,457,0,1239
Buenos Aires,Estatal,30,18,22,12,20,0,6,5,1,1,0,0,20
Buenos Aires,Estatal,147,147,126,60,74,14,77,41,28,14,38,0,85
Buenos Aires,Privado,108,89,78,87,73,1,0,0,2,0,3,0,85
Buenos Aires,Estatal,68,66,50,43,25,0,27,21,29,9,34,0,32
Buenos Aires,Estatal,4052,3402,2891,2307,1675,209,723,590,614,389,604,79,2536
Buenos Aires,Privado,1495,1466,1295,1286,1025,69,159,141,142,99,358,13,1562
Buenos Aires,Estatal,1534,1374,1306,1209,1000,169,784,509,517,332,449,57,1501
Buenos Aires,Privado,1607,1415,1295,1142,1143,44,209,199,161,92,446,0,1749
Buenos Aires,Estatal,42,23,27,29,33,4,12,2,1,0,2,1,38
Buenos Aires,Estatal,83,69,68,44,43,10,35,20,27,13,20,0,59
Buenos Aires,Privado,56,66,48,44,53,0,9,5,5,0,27,0,67
Buenos Aires,Estatal,52,40,29,21,13,1,17,9,2,2,8,5,23
Buenos Aires,Estatal,555,523,399,359,220,92,410,292,234,94,157,9,402
Buenos Aires,Privado,329,310,259,253,199,0,20,19,14,10,44,0,270
Buenos Aires,Estatal,75,59,47,43,31,3,15,2,6,7,5,0,36
Buenos Aires,Estatal,640,599,526,485,414,73,388,240,219,97,161,13,554
Buenos Aires,Privado,406,366,311,280,323,0,66,62,40,29,64,0,396
Buenos Aires,Estatal,31,23,27,27,19,0,12,3,10,1,4,0,23
Buenos Aires,Estatal,206,178,188,98,121,5,119,82,62,21,32,3,197
Buenos Aires,Privado,46,46,50,49,48,0,10,16,14,10,0,0,83
Buenos Aires,Estatal,62,47,45,42,51,2,19,12,4,1,6,0,55
Buenos Aires,Estatal,338,315,239,223,204,16,104,62,72,26,27,0,307
Buenos Aires,Privado,57,50,48,42,37,0,3,1,0,0,0,0,71
Buenos Aires,Estatal,10,4,4,7,7,6,3,4,2,1,0,0,15
Buenos Aires,Estatal,26,36,34,16,15,0,23,8,5,2,11,0,18
Buenos Aires,Estatal,631,510,444,344,315,48,322,220,146,76,107,1,450
Buenos Aires,Privado,57,58,44,35,46,0,7,10,7,2,12,0,75
Buenos Aires,Privado,211,201,214,207,227,0,26,30,17,9,23,0,299
Buenos Aires,Estatal,0,0,0,0,0,0,0,0,0,0,0,0,0
Buenos Aires,Estatal,57,69,55,43,44,0,0,6,5,0,0,0,44
Buenos Aires,Estatal,2844,2321,2017,1702,1371,155,676,426,398,312,286,29,2090
Buenos Aires,Privado,1895,1638,1593,1505,1247,0,109,104,101,89,315,0,1930
Buenos Aires,Estatal,384,339,280,228,159,17,165,98,89,65,65,25,216
Buenos Aires,Privado,28,27,31,35,26,0,0,1,0,0,1,0,33
Buenos Aires,Estatal,555,513,288,230,157,33,421,305,250,122,163,17,334
Buenos Aires,Privado,261,229,191,166,86,0,45,31,19,16,70,0,149
Buenos Aires,Estatal,35,31,37,43,38,2,0,1,3,2,5,0,44
Buenos Aires,Estatal,41,32,22,29,32,10,22,17,8,3,9,0,31
Buenos Aires,Privado,65,53,62,73,69,7,15,12,11,9,11,0,84
Buenos Aires,Estatal,57,48,48,34,43,9,4,12,0,0,3,0,38
Buenos Aires,Estatal,3470,3096,2606,2302,1827,327,1939,1235,1258,838,729,155,2524
Buenos Aires,Privado,2328,2136,2021,2024,1704,0,340,227,268,179,548,0,2471
Buenos Aires,Estatal,30,33,31,24,18,0,12,7,2,3,10,0,20
Buenos Aires,Estatal,428,336,263,242,222,52,102,99,69,23,38,29,279
Buenos Aires,Estatal,27,30,22,23,11,2,4,5,6,0,6,0,19
Buenos Aires,Estatal,34,31,31,23,33,5,13,3,3,1,0,2,29
Buenos Aires,Estatal,37,36,20,27,21,4,16,8,10,2,7,0,31
Buenos Aires,Estatal,81,81,75,54,49,7,54,20,27,6,31,0,68
Buenos Aires,Privado,83,51,55,42,35,0,5,2,5,4,9,0,49
Buenos Aires,Estatal,34,35,43,29,41,6,9,2,2,1,0,0,44
Buenos Aires,Estatal,175,170,142,124,105,14,60,38,28,13,25,0,114
Buenos Aires,Estatal,20,25,20,25,22,0,16,4,11,7,7,0,26
Buenos Aires,Estatal,91,72,75,78,82,0,4,1,12,9,2,0,108
Buenos Aires,Estatal,29,29,27,25,19,3,11,4,9,1,6,0,28
Buenos Aires,Estatal,110,87,76,59,72,20,29,20,12,3,9,1,88
Buenos Aires,Privado,80,85,71,64,58,0,6,5,8,6,17,0,79
Buenos Aires,Estatal,40,51,29,30,34,8,23,2,9,3,3,0,50
Buenos Aires,Estatal,247,169,175,148,152,62,66,41,37,11,59,0,204
Buenos Aires,Privado,92,92,76,69,58,20,6,8,3,8,18,5,84
Buenos Aires,Estatal,80,67,66,58,64,15,52,32,24,16,2,2,73
Buenos Aires,Estatal,23,26,23,22,34,7,22,14,8,2,0,0,43
Buenos Aires,Estatal,149,152,150,102,96,35,166,85,86,39,11,1,148
Buenos Aires,Privado,99,74,72,74,69,0,10,1,3,2,8,0,83
Buenos Aires,Estatal,40,40,33,27,23,0,15,9,14,5,18,0,25
Buenos Aires,Estatal,158,155,133,96,92,19,87,53,24,14,23,0,124
Buenos Aires,Privado,82,78,89,88,65,0,6,6,2,2,12,0,78
Buenos Aires,Estatal,33,28,24,13,15,3,6,2,1,1,8,0,15
Buenos Aires,Estatal,124,132,78,84,76,25,74,58,38,19,32,0,121
Buenos Aires,Privado,73,84,69,67,62,0,0,1,1,3,12,0,87
Buenos Aires,Estatal,0,0,0,0,0,0,0,0,0,0,0,0,0
Buenos Aires,Estatal,29,30,28,24,7,0,20,7,14,8,9,0,22
Buenos Aires,Estatal,40,45,44,32,22,13,22,9,9,5,5,1,55
Buenos Aires,Estatal,897,780,687,520,468,49,489,369,296,197,189,32,621
Buenos Aires,Privado,702,698,593,518,468,22,77,69,87,56,201,3,720
Buenos Aires,Estatal,622,538,395,370,392,54,533,444,374,236,334,13,611
Buenos Aires,Privado,1776,1633,1452,1417,1334,42,213,198,174,129,498,30,2064
Buenos Aires,Estatal,1426,1084,1081,915,658,54,1037,752,696,382,551,103,1067
Buenos Aires,Privado,1639,1490,1450,1290,1171,0,260,227,181,110,574,0,1820
Buenos Aires,Estatal,0,0,0,0,0,0,0,0,0,0,0,0,0
